branch_id,branch_label,mu,Lambda,sorted_position,n_halfwaves_left,n_halfwaves_right,nearest_left_reference_family,nearest_right_reference_family,tracking_mac,branch_behavior
bending_desc_01,потомок 1-й изгибной ветви,0.26125,5.4806228003598525,2,1,2,1,2,0.9997728724078566,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.2625,5.4825399969710045,2,1,2,1,2,0.9999423488113772,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.26375,5.484344953546604,2,1,2,1,2,0.9999418590424677,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.26625,5.487615469285251,2,1,2,1,2,0.9997650693829514,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.26875,5.490430119595287,2,1,2,1,2,0.9997628636798815,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.27125,5.492786777965806,2,1,2,1,2,0.9997618627111278,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.27375,5.4946854440295505,2,1,2,1,2,0.9997620858579885,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.275,5.4954638869136465,2,1,2,1,2,0.9999407500059143,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.27625,5.4961287679464235,2,1,2,1,2,0.9999410045369045,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.27875,5.497121377416213,2,1,2,1,2,0.9997661374343283,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.28125,5.497669985163417,2,1,2,1,2,0.9997698620683012,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.28375,5.497783137999151,2,1,2,1,2,0.9997746101246276,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.28625,5.4974713989315225,2,1,2,1,2,0.9997802742211521,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.2875,5.497159836528988,2,1,2,1,2,0.9999462537621175,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.28875,5.496746536747491,2,1,2,1,2,0.9999471061464725,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.29125,5.495621642956,2,1,2,1,2,0.999793863715553,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.29375,5.494110833195633,2,1,2,1,2,0.9998015294163497,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.29625,5.492229131788764,2,1,2,1,2,0.9998096031949233,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.29875,5.4899921979375135,2,1,2,1,2,0.9998179598395818,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.3,5.488745490520589,2,1,2,1,2,0.9999560815475881,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.30125,5.487415815691801,2,1,2,1,2,0.9999571532578144,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.30375,5.484516356840348,2,1,2,1,2,0.9998350705614577,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.30625,5.481309621794442,2,1,2,1,2,0.999843626855146,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.30875,5.477811963137162,2,1,2,1,2,0.9998520723125253,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.31125,5.474039089165287,2,1,2,1,2,0.9998603408124653,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.3125,5.472054271382424,2,1,2,1,2,0.9999665970954352,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.31375,5.470006346151561,2,1,2,1,2,0.9999675853666755,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.31625,5.4657288941584925,2,1,2,1,2,0.9998761380987221,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.31875,5.461220957692481,2,1,2,1,2,0.9998835920873439,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.32125,5.456496924646025,2,1,2,1,2,0.9998907162557154,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.32375,5.451569873894591,2,1,2,1,2,0.9998974959968298,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.325,5.449034139036006,2,1,2,1,2,0.9999755881322441,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.32625,5.446452603780597,2,1,2,1,2,0.999976369561305,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.32875,5.441157456490643,2,1,2,1,2,0.9999099987203119,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.33125,5.435696000348681,2,1,2,1,2,0.9999157232753841,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.33375,5.430079013921623,2,1,2,1,2,0.9999211046271831,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.33625,5.42431703346714,2,1,2,1,2,0.9999261526171247,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.3375,5.421384722612067,2,1,2,1,2,0.9999824327320787,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.33875,5.418419614457157,2,1,2,1,2,0.999983004090366,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.34125,5.412396391461807,2,1,2,1,2,0.9999352990639417,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.34375,5.406255773431485,2,1,2,1,2,0.9999394258417497,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.34625,5.400005989177299,2,1,2,1,2,0.9999432750010546,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.34875,5.393654656926641,2,1,2,1,2,0.9999468622283837,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.35,5.390443237179783,2,1,2,1,2,0.9999873483679654,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.35125,5.387209269876327,2,1,2,1,2,0.9999877512027271,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.35375,5.38067634382307,2,1,2,1,2,0.9999533127308712,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.35625,5.3740622613288,2,1,2,1,2,0.9999562059277446,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.35875,5.367373172705854,2,1,2,1,2,0.9999588971772396,"сначала возрастает, затем убывает; максимум около μ=0.2850"
bending_desc_01,потомок 1-й изгибной ветви,0.36125,5.360614541811612,2,1,2,1,2,0.9999613999379484,"сначала возрастает, затем убывает; максимум около μ=0.2850"
