"target_branch_id","paired_branch_id","mu","Lambda_target","Lambda_pair","gap_abs","gap_rel","sorted_position_target","sorted_position_pair","n_left_target","n_right_target","n_left_pair","n_right_pair"
"bending_desc_01","bending_desc_04","0.19875000000000001","5.281336284548261","6.2952091709568698","1.0138728864086088","0.17515983335537633","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.20000000000000001","5.2864817813856773","6.2913250137078327","1.0048432323221554","0.17358092946377235","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.20125000000000001","5.2916083528319957","6.2874958187320376","0.99588746590004185","0.17201459649110723","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.20374999999999999","5.3017995636159032","6.2800076565847052","0.97820809296880196","0.16892149461141839","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.20624999999999999","5.3118988309411455","6.2727557004207526","0.96085686947960713","0.16588442354985761","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.20874999999999999","5.3218941912112774","6.2657519657988878","0.94385777458761044","0.16290759344883962","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.21124999999999999","5.3317732874861665","6.2590088872034846","0.92723559971731806","0.15999534556728831","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.21249999999999999","5.3366650283269923","6.2557392302738899","0.9190742019468976","0.15856489843597346","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.21375","5.3415227547889916","6.2525397125034328","0.91101695771444113","0.1571523286655522","2","3","1","2","2","2"
"bending_desc_01","bending_desc_04","0.21625","5.3511287412257547","6.2463582516856828","0.89522951045992816","0.15438336098278982","2","3","1","2","1","2"
